"","value","lanina","elnino","enso"
"12345",1983-10-19,0,0,"Neutral"
"12346",1983-10-20,0,0,"Neutral"
"12347",1983-10-21,0,0,"Neutral"
"12348",1983-10-22,0,0,"Neutral"
"12349",1983-10-23,0,0,"Neutral"
"12350",1983-10-24,0,0,"Neutral"
"12351",1983-10-25,0,0,"Neutral"
"12352",1983-10-26,0,0,"Neutral"
"12353",1983-10-27,0,0,"Neutral"
"12354",1983-10-28,0,0,"Neutral"
"12355",1983-10-29,0,0,"Neutral"
"12356",1983-10-30,0,0,"Neutral"
"12357",1983-10-31,0,0,"Neutral"
"12358",1983-11-01,0,0,"Neutral"
"12359",1983-11-02,0,0,"Neutral"
"12360",1983-11-03,0,0,"Neutral"
"12361",1983-11-04,0,0,"Neutral"
"12362",1983-11-05,0,0,"Neutral"
"12363",1983-11-06,0,0,"Neutral"
"12364",1983-11-07,0,0,"Neutral"
"12365",1983-11-08,0,0,"Neutral"
"12366",1983-11-09,0,0,"Neutral"
"12367",1983-11-10,0,0,"Neutral"
"12368",1983-11-11,0,0,"Neutral"
"12369",1983-11-12,0,0,"Neutral"
"12370",1983-11-13,0,0,"Neutral"
"12371",1983-11-14,0,0,"Neutral"
"12372",1983-11-15,0,0,"Neutral"
"12373",1983-11-16,0,0,"Neutral"
"12374",1983-11-17,0,0,"Neutral"
"12375",1983-11-18,0,0,"Neutral"
"12376",1983-11-19,0,0,"Neutral"
"12377",1983-11-20,0,0,"Neutral"
"12378",1983-11-21,0,0,"Neutral"
"12379",1983-11-22,0,0,"Neutral"
"12380",1983-11-23,0,0,"Neutral"
"12381",1983-11-24,0,0,"Neutral"
"12382",1983-11-25,0,0,"Neutral"
"12383",1983-11-26,0,0,"Neutral"
"12384",1983-11-27,0,0,"Neutral"
"12385",1983-11-28,0,0,"Neutral"
"12386",1983-11-29,0,0,"Neutral"
"12387",1983-11-30,0,0,"Neutral"
"12388",1983-12-01,0,0,"Neutral"
"12389",1983-12-02,0,0,"Neutral"
"12390",1983-12-03,0,0,"Neutral"
"12391",1983-12-04,0,0,"Neutral"
"12392",1983-12-05,0,0,"Neutral"
"12393",1983-12-06,0,0,"Neutral"
"12394",1983-12-07,0,0,"Neutral"
"12395",1983-12-08,0,0,"Neutral"
"12396",1983-12-09,0,0,"Neutral"
"12397",1983-12-10,0,0,"Neutral"
"12398",1983-12-11,0,0,"Neutral"
"12399",1983-12-12,0,0,"Neutral"
"12400",1983-12-13,0,0,"Neutral"
"12401",1983-12-14,0,0,"Neutral"
"12402",1983-12-15,0,0,"Neutral"
"12403",1983-12-16,0,0,"Neutral"
"12404",1983-12-17,0,0,"Neutral"
"12405",1983-12-18,0,0,"Neutral"
"12406",1983-12-19,0,0,"Neutral"
"12407",1983-12-20,0,0,"Neutral"
"12408",1983-12-21,0,0,"Neutral"
"12409",1983-12-22,0,0,"Neutral"
"12410",1983-12-23,0,0,"Neutral"
"12411",1983-12-24,0,0,"Neutral"
"12412",1983-12-25,0,0,"Neutral"
"12413",1983-12-26,0,0,"Neutral"
"12414",1983-12-27,0,0,"Neutral"
"12415",1983-12-28,0,0,"Neutral"
"12416",1983-12-29,0,0,"Neutral"
"12417",1983-12-30,0,0,"Neutral"
"12418",1983-12-31,0,0,"Neutral"
"12419",1984-01-01,0,0,"Neutral"
"12420",1984-01-02,0,0,"Neutral"
"12421",1984-01-03,0,0,"Neutral"
"12422",1984-01-04,0,0,"Neutral"
"12423",1984-01-05,0,0,"Neutral"
"12424",1984-01-06,0,0,"Neutral"
"12425",1984-01-07,0,0,"Neutral"
"12426",1984-01-08,0,0,"Neutral"
"12427",1984-01-09,0,0,"Neutral"
"12428",1984-01-10,0,0,"Neutral"
"12429",1984-01-11,0,0,"Neutral"
"12430",1984-01-12,0,0,"Neutral"
"12431",1984-01-13,0,0,"Neutral"
"12432",1984-01-14,0,0,"Neutral"
"12433",1984-01-15,0,0,"Neutral"
"12434",1984-01-16,0,0,"Neutral"
"12435",1984-01-17,0,0,"Neutral"
"12436",1984-01-18,0,0,"Neutral"
"12437",1984-01-19,0,0,"Neutral"
"12438",1984-01-20,0,0,"Neutral"
"12439",1984-01-21,0,0,"Neutral"
"12440",1984-01-22,0,0,"Neutral"
"12441",1984-01-23,0,0,"Neutral"
"12442",1984-01-24,0,0,"Neutral"
"12443",1984-01-25,0,0,"Neutral"
"12444",1984-01-26,0,0,"Neutral"
"12445",1984-01-27,0,0,"Neutral"
"12446",1984-01-28,0,0,"Neutral"
"12447",1984-01-29,0,0,"Neutral"
"12448",1984-01-30,0,0,"Neutral"
"12449",1984-01-31,0,0,"Neutral"
"12450",1984-02-01,0,0,"Neutral"
"12451",1984-02-02,0,0,"Neutral"
"12452",1984-02-03,0,0,"Neutral"
"12453",1984-02-04,0,0,"Neutral"
"12454",1984-02-05,0,0,"Neutral"
"12455",1984-02-06,0,0,"Neutral"
"12456",1984-02-07,0,0,"Neutral"
"12457",1984-02-08,0,0,"Neutral"
"12458",1984-02-09,0,0,"Neutral"
"12459",1984-02-10,0,0,"Neutral"
"12460",1984-02-11,0,0,"Neutral"
"12461",1984-02-12,0,0,"Neutral"
"12462",1984-02-13,0,0,"Neutral"
"12463",1984-02-14,0,0,"Neutral"
"12464",1984-02-15,0,0,"Neutral"
"12465",1984-02-16,0,0,"Neutral"
"12466",1984-02-17,0,0,"Neutral"
"12467",1984-02-18,0,0,"Neutral"
"12468",1984-02-19,0,0,"Neutral"
"12469",1984-02-20,0,0,"Neutral"
"12470",1984-02-21,0,0,"Neutral"
"12471",1984-02-22,0,0,"Neutral"
"12472",1984-02-23,0,0,"Neutral"
"12473",1984-02-24,0,0,"Neutral"
"12474",1984-02-25,0,0,"Neutral"
"12475",1984-02-26,0,0,"Neutral"
"12476",1984-02-27,0,0,"Neutral"
"12477",1984-02-28,0,0,"Neutral"
"12478",1984-02-29,0,0,"Neutral"
"12479",1984-03-01,0,0,"Neutral"
"12480",1984-03-02,0,0,"Neutral"
"12481",1984-03-03,0,0,"Neutral"
"12482",1984-03-04,0,0,"Neutral"
"12483",1984-03-05,0,0,"Neutral"
"12484",1984-03-06,0,0,"Neutral"
"12485",1984-03-07,0,0,"Neutral"
"12486",1984-03-08,0,0,"Neutral"
"12487",1984-03-09,0,0,"Neutral"
"12488",1984-03-10,0,0,"Neutral"
"12489",1984-03-11,0,0,"Neutral"
"12490",1984-03-12,0,0,"Neutral"
"12491",1984-03-13,0,0,"Neutral"
"12492",1984-03-14,0,0,"Neutral"
"12493",1984-03-15,0,0,"Neutral"
"12494",1984-03-16,0,0,"Neutral"
"12495",1984-03-17,0,0,"Neutral"
"12496",1984-03-18,0,0,"Neutral"
"12497",1984-03-19,0,0,"Neutral"
"12498",1984-03-20,0,0,"Neutral"
"12499",1984-03-21,0,0,"Neutral"
"12500",1984-03-22,0,0,"Neutral"
"12501",1984-03-23,0,0,"Neutral"
"12502",1984-03-24,0,0,"Neutral"
"12503",1984-03-25,0,0,"Neutral"
"12504",1984-03-26,0,0,"Neutral"
"12505",1984-03-27,0,0,"Neutral"
"12506",1984-03-28,0,0,"Neutral"
"12507",1984-03-29,0,0,"Neutral"
"12508",1984-03-30,0,0,"Neutral"
"12509",1984-03-31,0,0,"Neutral"
"12510",1984-04-01,0,0,"Neutral"
"12511",1984-04-02,0,0,"Neutral"
"12512",1984-04-03,0,0,"Neutral"
"12513",1984-04-04,0,0,"Neutral"
"12514",1984-04-05,0,0,"Neutral"
"12515",1984-04-06,0,0,"Neutral"
"12516",1984-04-07,0,0,"Neutral"
"12517",1984-04-08,0,0,"Neutral"
"12518",1984-04-09,0,0,"Neutral"
"12519",1984-04-10,0,0,"Neutral"
"12520",1984-04-11,0,0,"Neutral"
"12521",1984-04-12,0,0,"Neutral"
"12522",1984-04-13,0,0,"Neutral"
"12523",1984-04-14,0,0,"Neutral"
"12524",1984-04-15,0,0,"Neutral"
"12525",1984-04-16,0,0,"Neutral"
"12526",1984-04-17,0,0,"Neutral"
"12527",1984-04-18,0,0,"Neutral"
"12528",1984-04-19,0,0,"Neutral"
"12529",1984-04-20,0,0,"Neutral"
"12530",1984-04-21,0,0,"Neutral"
"12531",1984-04-22,0,0,"Neutral"
"12532",1984-04-23,0,0,"Neutral"
"12533",1984-04-24,0,0,"Neutral"
"12534",1984-04-25,0,0,"Neutral"
"12535",1984-04-26,0,0,"Neutral"
"12536",1984-04-27,0,0,"Neutral"
"12537",1984-04-28,0,0,"Neutral"
"12538",1984-04-29,0,0,"Neutral"
"12539",1984-04-30,0,0,"Neutral"
"12540",1984-05-01,0,0,"Neutral"
"12541",1984-05-02,0,0,"Neutral"
"12542",1984-05-03,0,0,"Neutral"
"12543",1984-05-04,0,0,"Neutral"
"12544",1984-05-05,0,0,"Neutral"
"12545",1984-05-06,0,0,"Neutral"
"12546",1984-05-07,0,0,"Neutral"
"12547",1984-05-08,0,0,"Neutral"
"12548",1984-05-09,0,0,"Neutral"
"12549",1984-05-10,0,0,"Neutral"
"12550",1984-05-11,0,0,"Neutral"
"12551",1984-05-12,0,0,"Neutral"
"12552",1984-05-13,0,0,"Neutral"
"12553",1984-05-14,0,0,"Neutral"
"12554",1984-05-15,0,0,"Neutral"
"12555",1984-05-16,0,0,"Neutral"
"12556",1984-05-17,0,0,"Neutral"
"12557",1984-05-18,0,0,"Neutral"
"12558",1984-05-19,0,0,"Neutral"
"12559",1984-05-20,0,0,"Neutral"
"12560",1984-05-21,0,0,"Neutral"
"12561",1984-05-22,0,0,"Neutral"
"12562",1984-05-23,0,0,"Neutral"
"12563",1984-05-24,0,0,"Neutral"
"12564",1984-05-25,0,0,"Neutral"
"12565",1984-05-26,0,0,"Neutral"
"12566",1984-05-27,0,0,"Neutral"
"12567",1984-05-28,0,0,"Neutral"
"12568",1984-05-29,0,0,"Neutral"
"12569",1984-05-30,0,0,"Neutral"
"12570",1984-05-31,0,0,"Neutral"
"12571",1984-06-01,0,0,"Neutral"
"12572",1984-06-02,0,0,"Neutral"
"12573",1984-06-03,0,0,"Neutral"
"12574",1984-06-04,0,0,"Neutral"
"12575",1984-06-05,0,0,"Neutral"
"12576",1984-06-06,0,0,"Neutral"
"12577",1984-06-07,0,0,"Neutral"
"12578",1984-06-08,0,0,"Neutral"
"12579",1984-06-09,0,0,"Neutral"
"12580",1984-06-10,0,0,"Neutral"
"12581",1984-06-11,0,0,"Neutral"
"12582",1984-06-12,0,0,"Neutral"
"12583",1984-06-13,0,0,"Neutral"
"12584",1984-06-14,0,0,"Neutral"
"12585",1984-06-15,0,0,"Neutral"
"12586",1984-06-16,0,0,"Neutral"
"12587",1984-06-17,0,0,"Neutral"
"12588",1984-06-18,0,0,"Neutral"
"12589",1984-06-19,0,0,"Neutral"
"12590",1984-06-20,0,0,"Neutral"
"12591",1984-06-21,0,0,"Neutral"
"12592",1984-06-22,0,0,"Neutral"
"12593",1984-06-23,0,0,"Neutral"
"12594",1984-06-24,0,0,"Neutral"
"12595",1984-06-25,0,0,"Neutral"
"12596",1984-06-26,0,0,"Neutral"
"12597",1984-06-27,0,0,"Neutral"
"12598",1984-06-28,0,0,"Neutral"
"12599",1984-06-29,0,0,"Neutral"
"12600",1984-06-30,0,0,"Neutral"
"12601",1984-07-01,0,0,"Neutral"
"12602",1984-07-02,0,0,"Neutral"
"12603",1984-07-03,0,0,"Neutral"
"12604",1984-07-04,0,0,"Neutral"
"12605",1984-07-05,0,0,"Neutral"
"12606",1984-07-06,0,0,"Neutral"
"12607",1984-07-07,0,0,"Neutral"
"12608",1984-07-08,0,0,"Neutral"
"12609",1984-07-09,0,0,"Neutral"
"12610",1984-07-10,0,0,"Neutral"
"12611",1984-07-11,0,0,"Neutral"
"12612",1984-07-12,0,0,"Neutral"
"12613",1984-07-13,0,0,"Neutral"
"12614",1984-07-14,0,0,"Neutral"
"12615",1984-07-15,0,0,"Neutral"
"12616",1984-07-16,0,0,"Neutral"
"12617",1984-07-17,0,0,"Neutral"
"12618",1984-07-18,0,0,"Neutral"
"12619",1984-07-19,0,0,"Neutral"
"12620",1984-07-20,0,0,"Neutral"
"12621",1984-07-21,0,0,"Neutral"
"12622",1984-07-22,0,0,"Neutral"
"12623",1984-07-23,0,0,"Neutral"
"12624",1984-07-24,0,0,"Neutral"
"12625",1984-07-25,0,0,"Neutral"
"12626",1984-07-26,0,0,"Neutral"
"12627",1984-07-27,0,0,"Neutral"
"12628",1984-07-28,0,0,"Neutral"
"12629",1984-07-29,0,0,"Neutral"
"12630",1984-07-30,0,0,"Neutral"
"12631",1984-07-31,0,0,"Neutral"
"12632",1984-08-01,0,0,"Neutral"
"12633",1984-08-02,0,0,"Neutral"
"12634",1984-08-03,0,0,"Neutral"
"12635",1984-08-04,0,0,"Neutral"
"12636",1984-08-05,0,0,"Neutral"
"12637",1984-08-06,0,0,"Neutral"
"12638",1984-08-07,0,0,"Neutral"
"12639",1984-08-08,0,0,"Neutral"
"12640",1984-08-09,0,0,"Neutral"
"12641",1984-08-10,0,0,"Neutral"
"12642",1984-08-11,0,0,"Neutral"
"12643",1984-08-12,0,0,"Neutral"
"12644",1984-08-13,0,0,"Neutral"
"12645",1984-08-14,0,0,"Neutral"
"12646",1984-08-15,0,0,"Neutral"
"12647",1984-08-16,0,0,"Neutral"
"12648",1984-08-17,0,0,"Neutral"
"12649",1984-08-18,0,0,"Neutral"
"12650",1984-08-19,0,0,"Neutral"
"12651",1984-08-20,0,0,"Neutral"
"12652",1984-08-21,0,0,"Neutral"
"12653",1984-08-22,0,0,"Neutral"
"12654",1984-08-23,0,0,"Neutral"
"12655",1984-08-24,0,0,"Neutral"
"12656",1984-08-25,0,0,"Neutral"
"12657",1984-08-26,0,0,"Neutral"
"12658",1984-08-27,0,0,"Neutral"
"12659",1984-08-28,0,0,"Neutral"
"12660",1984-08-29,0,0,"Neutral"
"12661",1984-08-30,0,0,"Neutral"
"12662",1984-08-31,0,0,"Neutral"
"12663",1984-09-01,0,0,"Neutral"
"12664",1984-09-02,0,0,"Neutral"
"12665",1984-09-03,0,0,"Neutral"
"12666",1984-09-04,0,0,"Neutral"
"12667",1984-09-05,0,0,"Neutral"
"12668",1984-09-06,0,0,"Neutral"
"12669",1984-09-07,0,0,"Neutral"
"12670",1984-09-08,0,0,"Neutral"
"12671",1984-09-09,0,0,"Neutral"
"12672",1984-09-10,0,0,"Neutral"
"12673",1984-09-11,0,0,"Neutral"
"12674",1984-09-12,0,0,"Neutral"
"12675",1984-09-13,0,0,"Neutral"
"12676",1984-09-14,0,0,"Neutral"
"12677",1984-09-15,0,0,"Neutral"
"12678",1984-09-16,0,0,"Neutral"
"12679",1984-09-17,0,0,"Neutral"
"12680",1984-09-18,0,0,"Neutral"
"12681",1984-09-19,0,0,"Neutral"
"12682",1984-09-20,0,0,"Neutral"
"12683",1984-09-21,0,0,"Neutral"
"12684",1984-09-22,0,0,"Neutral"
"12685",1984-09-23,0,0,"Neutral"
"12686",1984-09-24,0,0,"Neutral"
"12687",1984-09-25,0,0,"Neutral"
"12688",1984-09-26,0,0,"Neutral"
"12689",1984-09-27,0,0,"Neutral"
"12690",1984-09-28,0,0,"Neutral"
"12691",1984-09-29,0,0,"Neutral"
"12692",1984-09-30,0,0,"Neutral"
"12693",1984-10-01,0,0,"Neutral"
"12694",1984-10-02,0,0,"Neutral"
"12695",1984-10-03,0,0,"Neutral"
"12696",1984-10-04,0,0,"Neutral"
"12697",1984-10-05,0,0,"Neutral"
"12698",1984-10-06,0,0,"Neutral"
"12699",1984-10-07,0,0,"Neutral"
"12700",1984-10-08,0,0,"Neutral"
"12701",1984-10-09,0,0,"Neutral"
"12702",1984-10-10,0,0,"Neutral"
"12703",1984-10-11,0,0,"Neutral"
"12704",1984-10-12,0,0,"Neutral"
"12705",1984-10-13,0,0,"Neutral"
"12706",1984-10-14,0,0,"Neutral"
"12707",1984-10-15,0,0,"Neutral"
"12708",1984-10-16,0,0,"Neutral"
"12709",1984-10-17,0,0,"Neutral"
"12710",1984-10-18,0,0,"Neutral"
"12711",1984-10-19,0,0,"Neutral"
"12712",1984-10-20,0,0,"Neutral"
"12713",1984-10-21,0,0,"Neutral"
"12714",1984-10-22,0,0,"Neutral"
"12715",1984-10-23,0,0,"Neutral"
"12716",1984-10-24,0,0,"Neutral"
"12717",1984-10-25,0,0,"Neutral"
"12718",1984-10-26,0,0,"Neutral"
"12719",1984-10-27,0,0,"Neutral"
"12720",1984-10-28,0,0,"Neutral"
"12721",1984-10-29,0,0,"Neutral"
"12722",1984-10-30,0,0,"Neutral"
"12723",1984-10-31,0,0,"Neutral"
"12724",1984-11-01,0,0,"Neutral"
"12725",1984-11-02,0,0,"Neutral"
"12726",1984-11-03,0,0,"Neutral"
"12727",1984-11-04,0,0,"Neutral"
"12728",1984-11-05,0,0,"Neutral"
"12729",1984-11-06,0,0,"Neutral"
"12730",1984-11-07,0,0,"Neutral"
"12731",1984-11-08,0,0,"Neutral"
"12732",1984-11-09,0,0,"Neutral"
"12733",1984-11-10,0,0,"Neutral"
"12734",1984-11-11,0,0,"Neutral"
"12735",1984-11-12,0,0,"Neutral"
"12736",1984-11-13,0,0,"Neutral"
"12737",1984-11-14,0,0,"Neutral"
"12738",1984-11-15,0,0,"Neutral"
"12739",1984-11-16,0,0,"Neutral"
"12740",1984-11-17,0,0,"Neutral"
"12741",1984-11-18,0,0,"Neutral"
"12742",1984-11-19,0,0,"Neutral"
"12743",1984-11-20,0,0,"Neutral"
"12744",1984-11-21,0,0,"Neutral"
"12745",1984-11-22,0,0,"Neutral"
"12746",1984-11-23,0,0,"Neutral"
"12747",1984-11-24,0,0,"Neutral"
"12748",1984-11-25,0,0,"Neutral"
"12749",1984-11-26,0,0,"Neutral"
"12750",1984-11-27,0,0,"Neutral"
"12751",1984-11-28,0,0,"Neutral"
"12752",1984-11-29,0,0,"Neutral"
"12753",1984-11-30,0,0,"Neutral"
"12754",1984-12-01,0,0,"Neutral"
"12755",1984-12-02,0,0,"Neutral"
"12756",1984-12-03,0,0,"Neutral"
"12757",1984-12-04,0,0,"Neutral"
"12758",1984-12-05,0,0,"Neutral"
"12759",1984-12-06,0,0,"Neutral"
"12760",1984-12-07,0,0,"Neutral"
"12761",1984-12-08,0,0,"Neutral"
"12762",1984-12-09,0,0,"Neutral"
"12763",1984-12-10,0,0,"Neutral"
"12764",1984-12-11,0,0,"Neutral"
"12765",1984-12-12,0,0,"Neutral"
"12766",1984-12-13,0,0,"Neutral"
"12767",1984-12-14,0,0,"Neutral"
"12768",1984-12-15,0,0,"Neutral"
"12769",1984-12-16,0,0,"Neutral"
"12770",1984-12-17,0,0,"Neutral"
"12771",1984-12-18,0,0,"Neutral"
"12772",1984-12-19,0,0,"Neutral"
"12773",1984-12-20,0,0,"Neutral"
"12774",1984-12-21,0,0,"Neutral"
"12775",1984-12-22,0,0,"Neutral"
"12776",1984-12-23,0,0,"Neutral"
"12777",1984-12-24,0,0,"Neutral"
"12778",1984-12-25,0,0,"Neutral"
"12779",1984-12-26,0,0,"Neutral"
"12780",1984-12-27,0,0,"Neutral"
"12781",1984-12-28,0,0,"Neutral"
"12782",1984-12-29,0,0,"Neutral"
"12783",1984-12-30,0,0,"Neutral"
"12784",1984-12-31,0,0,"Neutral"
"12785",1985-01-01,0,0,"Neutral"
"12786",1985-01-02,0,0,"Neutral"
"12787",1985-01-03,0,0,"Neutral"
"12788",1985-01-04,0,0,"Neutral"
"12789",1985-01-05,0,0,"Neutral"
"12790",1985-01-06,0,0,"Neutral"
"12791",1985-01-07,0,0,"Neutral"
"12792",1985-01-08,0,0,"Neutral"
"12793",1985-01-09,0,0,"Neutral"
"12794",1985-01-10,0,0,"Neutral"
"12795",1985-01-11,0,0,"Neutral"
"12796",1985-01-12,0,0,"Neutral"
"12797",1985-01-13,0,0,"Neutral"
"12798",1985-01-14,0,0,"Neutral"
"12799",1985-01-15,0,0,"Neutral"
"12800",1985-01-16,0,0,"Neutral"
"12801",1985-01-17,0,0,"Neutral"
"12802",1985-01-18,0,0,"Neutral"
"12803",1985-01-19,0,0,"Neutral"
"12804",1985-01-20,0,0,"Neutral"
"12805",1985-01-21,0,0,"Neutral"
"12806",1985-01-22,0,0,"Neutral"
"12807",1985-01-23,0,0,"Neutral"
"12808",1985-01-24,0,0,"Neutral"
"12809",1985-01-25,0,0,"Neutral"
"12810",1985-01-26,0,0,"Neutral"
"12811",1985-01-27,0,0,"Neutral"
"12812",1985-01-28,0,0,"Neutral"
"12813",1985-01-29,0,0,"Neutral"
"12814",1985-01-30,0,0,"Neutral"
"12815",1985-01-31,0,0,"Neutral"
"12816",1985-02-01,0,0,"Neutral"
"12817",1985-02-02,0,0,"Neutral"
"12818",1985-02-03,0,0,"Neutral"
"12819",1985-02-04,0,0,"Neutral"
"12820",1985-02-05,0,0,"Neutral"
"12821",1985-02-06,0,0,"Neutral"
"12822",1985-02-07,0,0,"Neutral"
"12823",1985-02-08,0,0,"Neutral"
"12824",1985-02-09,0,0,"Neutral"
"12825",1985-02-10,0,0,"Neutral"
"12826",1985-02-11,0,0,"Neutral"
"12827",1985-02-12,0,0,"Neutral"
"12828",1985-02-13,0,0,"Neutral"
"12829",1985-02-14,0,0,"Neutral"
"12830",1985-02-15,0,0,"Neutral"
"12831",1985-02-16,0,0,"Neutral"
"12832",1985-02-17,0,0,"Neutral"
"12833",1985-02-18,0,0,"Neutral"
"12834",1985-02-19,0,0,"Neutral"
"12835",1985-02-20,0,0,"Neutral"
"12836",1985-02-21,0,0,"Neutral"
"12837",1985-02-22,0,0,"Neutral"
"12838",1985-02-23,0,0,"Neutral"
"12839",1985-02-24,0,0,"Neutral"
"12840",1985-02-25,0,0,"Neutral"
"12841",1985-02-26,0,0,"Neutral"
"12842",1985-02-27,0,0,"Neutral"
"12843",1985-02-28,0,0,"Neutral"
"12844",1985-03-01,0,0,"Neutral"
"12845",1985-03-02,0,0,"Neutral"
"12846",1985-03-03,0,0,"Neutral"
"12847",1985-03-04,0,0,"Neutral"
"12848",1985-03-05,0,0,"Neutral"
"12849",1985-03-06,0,0,"Neutral"
"12850",1985-03-07,0,0,"Neutral"
"12851",1985-03-08,0,0,"Neutral"
"12852",1985-03-09,0,0,"Neutral"
"12853",1985-03-10,0,0,"Neutral"
"12854",1985-03-11,0,0,"Neutral"
"12855",1985-03-12,0,0,"Neutral"
"12856",1985-03-13,0,0,"Neutral"
"12857",1985-03-14,0,0,"Neutral"
"12858",1985-03-15,0,0,"Neutral"
"12859",1985-03-16,0,0,"Neutral"
"12860",1985-03-17,0,0,"Neutral"
"12861",1985-03-18,0,0,"Neutral"
"12862",1985-03-19,0,0,"Neutral"
"12863",1985-03-20,0,0,"Neutral"
"12864",1985-03-21,0,0,"Neutral"
"12865",1985-03-22,0,0,"Neutral"
"12866",1985-03-23,0,0,"Neutral"
"12867",1985-03-24,0,0,"Neutral"
"12868",1985-03-25,0,0,"Neutral"
"12869",1985-03-26,0,0,"Neutral"
"12870",1985-03-27,0,0,"Neutral"
"12871",1985-03-28,0,0,"Neutral"
"12872",1985-03-29,0,0,"Neutral"
"12873",1985-03-30,0,0,"Neutral"
"12874",1985-03-31,0,0,"Neutral"
"12875",1985-04-01,0,0,"Neutral"
"12876",1985-04-02,0,0,"Neutral"
"12877",1985-04-03,0,0,"Neutral"
"12878",1985-04-04,0,0,"Neutral"
"12879",1985-04-05,0,0,"Neutral"
"12880",1985-04-06,0,0,"Neutral"
"12881",1985-04-07,0,0,"Neutral"
"12882",1985-04-08,0,0,"Neutral"
"12883",1985-04-09,0,0,"Neutral"
"12884",1985-04-10,0,0,"Neutral"
"12885",1985-04-11,0,0,"Neutral"
"12886",1985-04-12,0,0,"Neutral"
"12887",1985-04-13,0,0,"Neutral"
"12888",1985-04-14,0,0,"Neutral"
"12889",1985-04-15,0,0,"Neutral"
"12890",1985-04-16,0,0,"Neutral"
"12891",1985-04-17,0,0,"Neutral"
"12892",1985-04-18,0,0,"Neutral"
"12893",1985-04-19,0,0,"Neutral"
"12894",1985-04-20,0,0,"Neutral"
"12895",1985-04-21,0,0,"Neutral"
"12896",1985-04-22,0,0,"Neutral"
"12897",1985-04-23,0,0,"Neutral"
"12898",1985-04-24,0,0,"Neutral"
"12899",1985-04-25,0,0,"Neutral"
"12900",1985-04-26,0,0,"Neutral"
"12901",1985-04-27,0,0,"Neutral"
"12902",1985-04-28,0,0,"Neutral"
"12903",1985-04-29,0,0,"Neutral"
"12904",1985-04-30,0,0,"Neutral"
"12905",1985-05-01,0,0,"Neutral"
"12906",1985-05-02,0,0,"Neutral"
"12907",1985-05-03,0,0,"Neutral"
"12908",1985-05-04,0,0,"Neutral"
"12909",1985-05-05,0,0,"Neutral"
"12910",1985-05-06,0,0,"Neutral"
"12911",1985-05-07,0,0,"Neutral"
"12912",1985-05-08,0,0,"Neutral"
"12913",1985-05-09,0,0,"Neutral"
"12914",1985-05-10,0,0,"Neutral"
"12915",1985-05-11,0,0,"Neutral"
"12916",1985-05-12,0,0,"Neutral"
"12917",1985-05-13,0,0,"Neutral"
"12918",1985-05-14,0,0,"Neutral"
"12919",1985-05-15,0,0,"Neutral"
"12920",1985-05-16,0,0,"Neutral"
"12921",1985-05-17,0,0,"Neutral"
"12922",1985-05-18,0,0,"Neutral"
"12923",1985-05-19,0,0,"Neutral"
"12924",1985-05-20,0,0,"Neutral"
"12925",1985-05-21,0,0,"Neutral"
"12926",1985-05-22,0,0,"Neutral"
"12927",1985-05-23,0,0,"Neutral"
"12928",1985-05-24,0,0,"Neutral"
"12929",1985-05-25,0,0,"Neutral"
"12930",1985-05-26,0,0,"Neutral"
"12931",1985-05-27,0,0,"Neutral"
"12932",1985-05-28,0,0,"Neutral"
"12933",1985-05-29,0,0,"Neutral"
"12934",1985-05-30,0,0,"Neutral"
"12935",1985-05-31,0,0,"Neutral"
"12936",1985-06-01,0,0,"Neutral"
"12937",1985-06-02,0,0,"Neutral"
"12938",1985-06-03,0,0,"Neutral"
"12939",1985-06-04,0,0,"Neutral"
"12940",1985-06-05,0,0,"Neutral"
"12941",1985-06-06,0,0,"Neutral"
"12942",1985-06-07,0,0,"Neutral"
"12943",1985-06-08,0,0,"Neutral"
"12944",1985-06-09,0,0,"Neutral"
"12945",1985-06-10,0,0,"Neutral"
"12946",1985-06-11,0,0,"Neutral"
"12947",1985-06-12,0,0,"Neutral"
"12948",1985-06-13,0,0,"Neutral"
"12949",1985-06-14,0,0,"Neutral"
"12950",1985-06-15,0,0,"Neutral"
"12951",1985-06-16,0,0,"Neutral"
"12952",1985-06-17,0,0,"Neutral"
"12953",1985-06-18,0,0,"Neutral"
"12954",1985-06-19,0,0,"Neutral"
"12955",1985-06-20,0,0,"Neutral"
"12956",1985-06-21,0,0,"Neutral"
"12957",1985-06-22,0,0,"Neutral"
"12958",1985-06-23,0,0,"Neutral"
"12959",1985-06-24,0,0,"Neutral"
"12960",1985-06-25,0,0,"Neutral"
"12961",1985-06-26,0,0,"Neutral"
"12962",1985-06-27,0,0,"Neutral"
"12963",1985-06-28,0,0,"Neutral"
"12964",1985-06-29,0,0,"Neutral"
"12965",1985-06-30,0,0,"Neutral"
"12966",1985-07-01,0,0,"Neutral"
"12967",1985-07-02,0,0,"Neutral"
"12968",1985-07-03,0,0,"Neutral"
"12969",1985-07-04,0,0,"Neutral"
"12970",1985-07-05,0,0,"Neutral"
"12971",1985-07-06,0,0,"Neutral"
"12972",1985-07-07,0,0,"Neutral"
"12973",1985-07-08,0,0,"Neutral"
"12974",1985-07-09,0,0,"Neutral"
"12975",1985-07-10,0,0,"Neutral"
"12976",1985-07-11,0,0,"Neutral"
"12977",1985-07-12,0,0,"Neutral"
"12978",1985-07-13,0,0,"Neutral"
"12979",1985-07-14,0,0,"Neutral"
