"","value","lanina","elnino","enso"
"4852",1963-04-14,0,0,"Neutral"
"4853",1963-04-15,0,0,"Neutral"
"4854",1963-04-16,0,0,"Neutral"
"4855",1963-04-17,0,0,"Neutral"
"4856",1963-04-18,0,0,"Neutral"
"4857",1963-04-19,0,0,"Neutral"
"4858",1963-04-20,0,0,"Neutral"
"4859",1963-04-21,0,0,"Neutral"
"4860",1963-04-22,0,0,"Neutral"
"4861",1963-04-23,0,0,"Neutral"
"4862",1963-04-24,0,0,"Neutral"
"4863",1963-04-25,0,0,"Neutral"
"4864",1963-04-26,0,0,"Neutral"
"4865",1963-04-27,0,0,"Neutral"
"4866",1963-04-28,0,0,"Neutral"
"4867",1963-04-29,0,0,"Neutral"
"4868",1963-04-30,0,0,"Neutral"
"4869",1963-05-01,0,0,"Neutral"
"4870",1963-05-02,0,0,"Neutral"
"4871",1963-05-03,0,0,"Neutral"
"4872",1963-05-04,0,0,"Neutral"
"4873",1963-05-05,0,0,"Neutral"
"4874",1963-05-06,0,0,"Neutral"
"4875",1963-05-07,0,0,"Neutral"
"4876",1963-05-08,0,0,"Neutral"
"4877",1963-05-09,0,0,"Neutral"
"4878",1963-05-10,0,0,"Neutral"
"4879",1963-05-11,0,0,"Neutral"
"4880",1963-05-12,0,0,"Neutral"
"4881",1963-05-13,0,0,"Neutral"
"4882",1963-05-14,0,0,"Neutral"
"4883",1963-05-15,0,0,"Neutral"
"4884",1963-05-16,0,0,"Neutral"
"4885",1963-05-17,0,0,"Neutral"
"4886",1963-05-18,0,0,"Neutral"
"4887",1963-05-19,0,0,"Neutral"
"4888",1963-05-20,0,0,"Neutral"
"4889",1963-05-21,0,0,"Neutral"
"4890",1963-05-22,0,0,"Neutral"
"4891",1963-05-23,0,0,"Neutral"
"4892",1963-05-24,0,0,"Neutral"
"4893",1963-05-25,0,0,"Neutral"
"4894",1963-05-26,0,0,"Neutral"
"4895",1963-05-27,0,0,"Neutral"
"4896",1963-05-28,0,0,"Neutral"
"4897",1963-05-29,0,0,"Neutral"
"4898",1963-05-30,0,0,"Neutral"
"4899",1963-05-31,0,0,"Neutral"
"4900",1963-06-01,0,0,"Neutral"
"4901",1963-06-02,0,0,"Neutral"
"4902",1963-06-03,0,0,"Neutral"
"4903",1963-06-04,0,0,"Neutral"
"4904",1963-06-05,0,0,"Neutral"
"4905",1963-06-06,0,0,"Neutral"
"4906",1963-06-07,0,0,"Neutral"
"4907",1963-06-08,0,0,"Neutral"
"4908",1963-06-09,0,0,"Neutral"
"4909",1963-06-10,0,0,"Neutral"
"4910",1963-06-11,0,0,"Neutral"
"4911",1963-06-12,0,0,"Neutral"
"4912",1963-06-13,0,0,"Neutral"
"4913",1963-06-14,0,0,"Neutral"
"4914",1963-06-15,0,0,"Neutral"
"4915",1963-06-16,0,0,"Neutral"
"4916",1963-06-17,0,0,"Neutral"
"4917",1963-06-18,0,0,"Neutral"
"4918",1963-06-19,0,0,"Neutral"
"4919",1963-06-20,0,0,"Neutral"
"4920",1963-06-21,0,0,"Neutral"
"4921",1963-06-22,0,0,"Neutral"
"4922",1963-06-23,0,0,"Neutral"
"4923",1963-06-24,0,0,"Neutral"
"4924",1963-06-25,0,0,"Neutral"
"4925",1963-06-26,0,0,"Neutral"
"4926",1963-06-27,0,0,"Neutral"
"4927",1963-06-28,0,0,"Neutral"
"4928",1963-06-29,0,0,"Neutral"
"4929",1963-06-30,0,0,"Neutral"
"4930",1963-07-01,0,0,"Neutral"
"4931",1963-07-02,0,0,"Neutral"
"4932",1963-07-03,0,0,"Neutral"
"4933",1963-07-04,0,0,"Neutral"
"4934",1963-07-05,0,0,"Neutral"
"4935",1963-07-06,0,0,"Neutral"
"4936",1963-07-07,0,0,"Neutral"
"4937",1963-07-08,0,0,"Neutral"
"4938",1963-07-09,0,0,"Neutral"
"4939",1963-07-10,0,0,"Neutral"
"4940",1963-07-11,0,0,"Neutral"
"4941",1963-07-12,0,0,"Neutral"
"4942",1963-07-13,0,0,"Neutral"
"4943",1963-07-14,0,0,"Neutral"
"4944",1963-07-15,0,0,"Neutral"
"4945",1963-07-16,0,0,"Neutral"
"4946",1963-07-17,0,0,"Neutral"
"4947",1963-07-18,0,0,"Neutral"
"4948",1963-07-19,0,0,"Neutral"
"4949",1963-07-20,0,0,"Neutral"
"4950",1963-07-21,0,0,"Neutral"
"4951",1963-07-22,0,0,"Neutral"
"4952",1963-07-23,0,0,"Neutral"
"4953",1963-07-24,0,0,"Neutral"
"4954",1963-07-25,0,0,"Neutral"
"4955",1963-07-26,0,0,"Neutral"
"4956",1963-07-27,0,0,"Neutral"
"4957",1963-07-28,0,0,"Neutral"
"4958",1963-07-29,0,0,"Neutral"
"4959",1963-07-30,0,0,"Neutral"
"4960",1963-07-31,0,0,"Neutral"
"4961",1963-08-01,0,0,"Neutral"
"4962",1963-08-02,0,0,"Neutral"
"4963",1963-08-03,0,0,"Neutral"
"4964",1963-08-04,0,0,"Neutral"
"4965",1963-08-05,0,0,"Neutral"
"4966",1963-08-06,0,0,"Neutral"
"4967",1963-08-07,0,0,"Neutral"
"4968",1963-08-08,0,0,"Neutral"
"4969",1963-08-09,0,0,"Neutral"
"4970",1963-08-10,0,0,"Neutral"
"4971",1963-08-11,0,0,"Neutral"
"4972",1963-08-12,0,0,"Neutral"
"4973",1963-08-13,0,0,"Neutral"
"4974",1963-08-14,0,0,"Neutral"
"4975",1963-08-15,0,0,"Neutral"
"4976",1963-08-16,0,0,"Neutral"
"4977",1963-08-17,0,0,"Neutral"
"4978",1963-08-18,0,0,"Neutral"
"4979",1963-08-19,0,0,"Neutral"
"4980",1963-08-20,0,0,"Neutral"
"4981",1963-08-21,0,0,"Neutral"
"4982",1963-08-22,0,0,"Neutral"
"4983",1963-08-23,0,0,"Neutral"
"4984",1963-08-24,0,0,"Neutral"
"4985",1963-08-25,0,0,"Neutral"
"4986",1963-08-26,0,0,"Neutral"
"4987",1963-08-27,0,0,"Neutral"
"4988",1963-08-28,0,0,"Neutral"
"4989",1963-08-29,0,0,"Neutral"
"4990",1963-08-30,0,0,"Neutral"
"4991",1963-08-31,0,0,"Neutral"
"4992",1963-09-01,0,1,"El Nino"
"4993",1963-09-02,0,1,"El Nino"
"4994",1963-09-03,0,1,"El Nino"
"4995",1963-09-04,0,1,"El Nino"
"4996",1963-09-05,0,1,"El Nino"
"4997",1963-09-06,0,1,"El Nino"
"4998",1963-09-07,0,1,"El Nino"
"4999",1963-09-08,0,1,"El Nino"
"5000",1963-09-09,0,1,"El Nino"
"5001",1963-09-10,0,1,"El Nino"
"5002",1963-09-11,0,1,"El Nino"
"5003",1963-09-12,0,1,"El Nino"
"5004",1963-09-13,0,1,"El Nino"
"5005",1963-09-14,0,1,"El Nino"
"5006",1963-09-15,0,1,"El Nino"
"5007",1963-09-16,0,1,"El Nino"
"5008",1963-09-17,0,1,"El Nino"
"5009",1963-09-18,0,1,"El Nino"
"5010",1963-09-19,0,1,"El Nino"
"5011",1963-09-20,0,1,"El Nino"
"5012",1963-09-21,0,1,"El Nino"
"5013",1963-09-22,0,1,"El Nino"
"5014",1963-09-23,0,1,"El Nino"
"5015",1963-09-24,0,1,"El Nino"
"5016",1963-09-25,0,1,"El Nino"
"5017",1963-09-26,0,1,"El Nino"
"5018",1963-09-27,0,1,"El Nino"
"5019",1963-09-28,0,1,"El Nino"
"5020",1963-09-29,0,1,"El Nino"
"5021",1963-09-30,0,1,"El Nino"
"5022",1963-10-01,0,1,"El Nino"
"5023",1963-10-02,0,1,"El Nino"
"5024",1963-10-03,0,1,"El Nino"
"5025",1963-10-04,0,1,"El Nino"
"5026",1963-10-05,0,1,"El Nino"
"5027",1963-10-06,0,1,"El Nino"
"5028",1963-10-07,0,1,"El Nino"
"5029",1963-10-08,0,1,"El Nino"
"5030",1963-10-09,0,1,"El Nino"
"5031",1963-10-10,0,1,"El Nino"
"5032",1963-10-11,0,1,"El Nino"
"5033",1963-10-12,0,1,"El Nino"
"5034",1963-10-13,0,1,"El Nino"
"5035",1963-10-14,0,1,"El Nino"
"5036",1963-10-15,0,1,"El Nino"
"5037",1963-10-16,0,1,"El Nino"
"5038",1963-10-17,0,1,"El Nino"
"5039",1963-10-18,0,1,"El Nino"
"5040",1963-10-19,0,1,"El Nino"
"5041",1963-10-20,0,1,"El Nino"
"5042",1963-10-21,0,1,"El Nino"
"5043",1963-10-22,0,1,"El Nino"
"5044",1963-10-23,0,1,"El Nino"
"5045",1963-10-24,0,1,"El Nino"
"5046",1963-10-25,0,1,"El Nino"
"5047",1963-10-26,0,1,"El Nino"
"5048",1963-10-27,0,1,"El Nino"
"5049",1963-10-28,0,1,"El Nino"
"5050",1963-10-29,0,1,"El Nino"
"5051",1963-10-30,0,1,"El Nino"
"5052",1963-10-31,0,1,"El Nino"
"5053",1963-11-01,0,1,"El Nino"
"5054",1963-11-02,0,1,"El Nino"
"5055",1963-11-03,0,1,"El Nino"
"5056",1963-11-04,0,1,"El Nino"
"5057",1963-11-05,0,1,"El Nino"
"5058",1963-11-06,0,1,"El Nino"
"5059",1963-11-07,0,1,"El Nino"
"5060",1963-11-08,0,1,"El Nino"
"5061",1963-11-09,0,1,"El Nino"
"5062",1963-11-10,0,1,"El Nino"
"5063",1963-11-11,0,1,"El Nino"
"5064",1963-11-12,0,1,"El Nino"
"5065",1963-11-13,0,1,"El Nino"
"5066",1963-11-14,0,1,"El Nino"
"5067",1963-11-15,0,1,"El Nino"
"5068",1963-11-16,0,1,"El Nino"
"5069",1963-11-17,0,1,"El Nino"
"5070",1963-11-18,0,1,"El Nino"
"5071",1963-11-19,0,1,"El Nino"
"5072",1963-11-20,0,1,"El Nino"
"5073",1963-11-21,0,1,"El Nino"
"5074",1963-11-22,0,1,"El Nino"
"5075",1963-11-23,0,1,"El Nino"
"5076",1963-11-24,0,1,"El Nino"
"5077",1963-11-25,0,1,"El Nino"
"5078",1963-11-26,0,1,"El Nino"
"5079",1963-11-27,0,1,"El Nino"
"5080",1963-11-28,0,1,"El Nino"
"5081",1963-11-29,0,1,"El Nino"
"5082",1963-11-30,0,1,"El Nino"
"5083",1963-12-01,0,1,"El Nino"
"5084",1963-12-02,0,1,"El Nino"
"5085",1963-12-03,0,1,"El Nino"
"5086",1963-12-04,0,1,"El Nino"
"5087",1963-12-05,0,1,"El Nino"
"5088",1963-12-06,0,1,"El Nino"
"5089",1963-12-07,0,1,"El Nino"
"5090",1963-12-08,0,1,"El Nino"
"5091",1963-12-09,0,1,"El Nino"
"5092",1963-12-10,0,1,"El Nino"
"5093",1963-12-11,0,1,"El Nino"
"5094",1963-12-12,0,1,"El Nino"
"5095",1963-12-13,0,1,"El Nino"
"5096",1963-12-14,0,1,"El Nino"
"5097",1963-12-15,0,1,"El Nino"
"5098",1963-12-16,0,1,"El Nino"
"5099",1963-12-17,0,1,"El Nino"
"5100",1963-12-18,0,1,"El Nino"
"5101",1963-12-19,0,1,"El Nino"
"5102",1963-12-20,0,1,"El Nino"
"5103",1963-12-21,0,1,"El Nino"
"5104",1963-12-22,0,1,"El Nino"
"5105",1963-12-23,0,1,"El Nino"
"5106",1963-12-24,0,1,"El Nino"
"5107",1963-12-25,0,1,"El Nino"
"5108",1963-12-26,0,1,"El Nino"
"5109",1963-12-27,0,1,"El Nino"
"5110",1963-12-28,0,1,"El Nino"
"5111",1963-12-29,0,1,"El Nino"
"5112",1963-12-30,0,1,"El Nino"
"5113",1963-12-31,0,1,"El Nino"
"5114",1964-01-01,0,1,"El Nino"
"5115",1964-01-02,0,1,"El Nino"
"5116",1964-01-03,0,1,"El Nino"
"5117",1964-01-04,0,1,"El Nino"
"5118",1964-01-05,0,1,"El Nino"
"5119",1964-01-06,0,1,"El Nino"
"5120",1964-01-07,0,1,"El Nino"
"5121",1964-01-08,0,1,"El Nino"
"5122",1964-01-09,0,1,"El Nino"
"5123",1964-01-10,0,1,"El Nino"
"5124",1964-01-11,0,1,"El Nino"
"5125",1964-01-12,0,1,"El Nino"
"5126",1964-01-13,0,1,"El Nino"
"5127",1964-01-14,0,1,"El Nino"
"5128",1964-01-15,0,1,"El Nino"
"5129",1964-01-16,0,1,"El Nino"
"5130",1964-01-17,0,1,"El Nino"
"5131",1964-01-18,0,1,"El Nino"
"5132",1964-01-19,0,1,"El Nino"
"5133",1964-01-20,0,1,"El Nino"
"5134",1964-01-21,0,1,"El Nino"
"5135",1964-01-22,0,1,"El Nino"
"5136",1964-01-23,0,1,"El Nino"
"5137",1964-01-24,0,1,"El Nino"
"5138",1964-01-25,0,1,"El Nino"
"5139",1964-01-26,0,1,"El Nino"
"5140",1964-01-27,0,1,"El Nino"
"5141",1964-01-28,0,1,"El Nino"
"5142",1964-01-29,0,1,"El Nino"
"5143",1964-01-30,0,1,"El Nino"
"5144",1964-01-31,0,1,"El Nino"
"5145",1964-02-01,0,1,"El Nino"
"5146",1964-02-02,0,1,"El Nino"
"5147",1964-02-03,0,1,"El Nino"
"5148",1964-02-04,0,1,"El Nino"
"5149",1964-02-05,0,1,"El Nino"
"5150",1964-02-06,0,1,"El Nino"
"5151",1964-02-07,0,1,"El Nino"
"5152",1964-02-08,0,1,"El Nino"
"5153",1964-02-09,0,1,"El Nino"
"5154",1964-02-10,0,1,"El Nino"
"5155",1964-02-11,0,1,"El Nino"
"5156",1964-02-12,0,1,"El Nino"
"5157",1964-02-13,0,1,"El Nino"
"5158",1964-02-14,0,1,"El Nino"
"5159",1964-02-15,0,1,"El Nino"
"5160",1964-02-16,0,1,"El Nino"
"5161",1964-02-17,0,1,"El Nino"
"5162",1964-02-18,0,1,"El Nino"
"5163",1964-02-19,0,1,"El Nino"
"5164",1964-02-20,0,1,"El Nino"
"5165",1964-02-21,0,1,"El Nino"
"5166",1964-02-22,0,1,"El Nino"
"5167",1964-02-23,0,1,"El Nino"
"5168",1964-02-24,0,1,"El Nino"
"5169",1964-02-25,0,1,"El Nino"
"5170",1964-02-26,0,1,"El Nino"
"5171",1964-02-27,0,1,"El Nino"
"5172",1964-02-28,0,1,"El Nino"
"5173",1964-02-29,0,1,"El Nino"
"5174",1964-03-01,0,1,"El Nino"
"5175",1964-03-02,0,1,"El Nino"
"5176",1964-03-03,0,1,"El Nino"
"5177",1964-03-04,0,1,"El Nino"
"5178",1964-03-05,0,1,"El Nino"
"5179",1964-03-06,0,1,"El Nino"
"5180",1964-03-07,0,1,"El Nino"
"5181",1964-03-08,0,1,"El Nino"
"5182",1964-03-09,0,1,"El Nino"
"5183",1964-03-10,0,1,"El Nino"
"5184",1964-03-11,0,1,"El Nino"
"5185",1964-03-12,0,1,"El Nino"
"5186",1964-03-13,0,1,"El Nino"
"5187",1964-03-14,0,1,"El Nino"
"5188",1964-03-15,0,1,"El Nino"
"5189",1964-03-16,0,1,"El Nino"
"5190",1964-03-17,0,1,"El Nino"
"5191",1964-03-18,0,1,"El Nino"
"5192",1964-03-19,0,1,"El Nino"
"5193",1964-03-20,0,1,"El Nino"
"5194",1964-03-21,0,1,"El Nino"
"5195",1964-03-22,0,1,"El Nino"
"5196",1964-03-23,0,1,"El Nino"
"5197",1964-03-24,0,1,"El Nino"
"5198",1964-03-25,0,1,"El Nino"
"5199",1964-03-26,0,1,"El Nino"
"5200",1964-03-27,0,1,"El Nino"
"5201",1964-03-28,0,1,"El Nino"
"5202",1964-03-29,0,1,"El Nino"
"5203",1964-03-30,0,1,"El Nino"
"5204",1964-03-31,0,0,"Neutral"
"5205",1964-04-01,1,0,"La Nina"
"5206",1964-04-02,1,0,"La Nina"
"5207",1964-04-03,1,0,"La Nina"
"5208",1964-04-04,1,0,"La Nina"
"5209",1964-04-05,1,0,"La Nina"
"5210",1964-04-06,1,0,"La Nina"
"5211",1964-04-07,1,0,"La Nina"
"5212",1964-04-08,1,0,"La Nina"
"5213",1964-04-09,1,0,"La Nina"
"5214",1964-04-10,1,0,"La Nina"
"5215",1964-04-11,1,0,"La Nina"
"5216",1964-04-12,1,0,"La Nina"
"5217",1964-04-13,1,0,"La Nina"
"5218",1964-04-14,1,0,"La Nina"
"5219",1964-04-15,1,0,"La Nina"
"5220",1964-04-16,1,0,"La Nina"
"5221",1964-04-17,1,0,"La Nina"
"5222",1964-04-18,1,0,"La Nina"
"5223",1964-04-19,1,0,"La Nina"
"5224",1964-04-20,1,0,"La Nina"
"5225",1964-04-21,1,0,"La Nina"
"5226",1964-04-22,1,0,"La Nina"
"5227",1964-04-23,1,0,"La Nina"
"5228",1964-04-24,1,0,"La Nina"
"5229",1964-04-25,1,0,"La Nina"
"5230",1964-04-26,1,0,"La Nina"
"5231",1964-04-27,1,0,"La Nina"
"5232",1964-04-28,1,0,"La Nina"
"5233",1964-04-29,1,0,"La Nina"
"5234",1964-04-30,1,0,"La Nina"
"5235",1964-05-01,1,0,"La Nina"
"5236",1964-05-02,1,0,"La Nina"
"5237",1964-05-03,1,0,"La Nina"
"5238",1964-05-04,1,0,"La Nina"
"5239",1964-05-05,1,0,"La Nina"
"5240",1964-05-06,1,0,"La Nina"
"5241",1964-05-07,1,0,"La Nina"
"5242",1964-05-08,1,0,"La Nina"
"5243",1964-05-09,1,0,"La Nina"
"5244",1964-05-10,1,0,"La Nina"
"5245",1964-05-11,1,0,"La Nina"
"5246",1964-05-12,1,0,"La Nina"
"5247",1964-05-13,1,0,"La Nina"
"5248",1964-05-14,1,0,"La Nina"
"5249",1964-05-15,1,0,"La Nina"
"5250",1964-05-16,1,0,"La Nina"
"5251",1964-05-17,1,0,"La Nina"
"5252",1964-05-18,1,0,"La Nina"
"5253",1964-05-19,1,0,"La Nina"
"5254",1964-05-20,1,0,"La Nina"
"5255",1964-05-21,1,0,"La Nina"
"5256",1964-05-22,1,0,"La Nina"
"5257",1964-05-23,1,0,"La Nina"
"5258",1964-05-24,1,0,"La Nina"
"5259",1964-05-25,1,0,"La Nina"
"5260",1964-05-26,1,0,"La Nina"
"5261",1964-05-27,1,0,"La Nina"
"5262",1964-05-28,1,0,"La Nina"
"5263",1964-05-29,1,0,"La Nina"
"5264",1964-05-30,1,0,"La Nina"
"5265",1964-05-31,1,0,"La Nina"
"5266",1964-06-01,1,0,"La Nina"
"5267",1964-06-02,1,0,"La Nina"
"5268",1964-06-03,1,0,"La Nina"
"5269",1964-06-04,1,0,"La Nina"
"5270",1964-06-05,1,0,"La Nina"
"5271",1964-06-06,1,0,"La Nina"
"5272",1964-06-07,1,0,"La Nina"
"5273",1964-06-08,1,0,"La Nina"
"5274",1964-06-09,1,0,"La Nina"
"5275",1964-06-10,1,0,"La Nina"
"5276",1964-06-11,1,0,"La Nina"
"5277",1964-06-12,1,0,"La Nina"
"5278",1964-06-13,1,0,"La Nina"
"5279",1964-06-14,1,0,"La Nina"
"5280",1964-06-15,1,0,"La Nina"
"5281",1964-06-16,1,0,"La Nina"
"5282",1964-06-17,1,0,"La Nina"
"5283",1964-06-18,1,0,"La Nina"
"5284",1964-06-19,1,0,"La Nina"
"5285",1964-06-20,1,0,"La Nina"
"5286",1964-06-21,1,0,"La Nina"
"5287",1964-06-22,1,0,"La Nina"
"5288",1964-06-23,1,0,"La Nina"
"5289",1964-06-24,1,0,"La Nina"
"5290",1964-06-25,1,0,"La Nina"
"5291",1964-06-26,1,0,"La Nina"
"5292",1964-06-27,1,0,"La Nina"
"5293",1964-06-28,1,0,"La Nina"
"5294",1964-06-29,1,0,"La Nina"
"5295",1964-06-30,1,0,"La Nina"
"5296",1964-07-01,1,0,"La Nina"
"5297",1964-07-02,1,0,"La Nina"
"5298",1964-07-03,1,0,"La Nina"
"5299",1964-07-04,1,0,"La Nina"
"5300",1964-07-05,1,0,"La Nina"
"5301",1964-07-06,1,0,"La Nina"
"5302",1964-07-07,1,0,"La Nina"
"5303",1964-07-08,1,0,"La Nina"
"5304",1964-07-09,1,0,"La Nina"
"5305",1964-07-10,1,0,"La Nina"
"5306",1964-07-11,1,0,"La Nina"
"5307",1964-07-12,1,0,"La Nina"
"5308",1964-07-13,1,0,"La Nina"
"5309",1964-07-14,1,0,"La Nina"
"5310",1964-07-15,1,0,"La Nina"
"5311",1964-07-16,1,0,"La Nina"
"5312",1964-07-17,1,0,"La Nina"
"5313",1964-07-18,1,0,"La Nina"
"5314",1964-07-19,1,0,"La Nina"
"5315",1964-07-20,1,0,"La Nina"
"5316",1964-07-21,1,0,"La Nina"
"5317",1964-07-22,1,0,"La Nina"
"5318",1964-07-23,1,0,"La Nina"
"5319",1964-07-24,1,0,"La Nina"
"5320",1964-07-25,1,0,"La Nina"
"5321",1964-07-26,1,0,"La Nina"
"5322",1964-07-27,1,0,"La Nina"
"5323",1964-07-28,1,0,"La Nina"
"5324",1964-07-29,1,0,"La Nina"
"5325",1964-07-30,1,0,"La Nina"
"5326",1964-07-31,1,0,"La Nina"
"5327",1964-08-01,1,0,"La Nina"
"5328",1964-08-02,1,0,"La Nina"
"5329",1964-08-03,1,0,"La Nina"
"5330",1964-08-04,1,0,"La Nina"
"5331",1964-08-05,1,0,"La Nina"
"5332",1964-08-06,1,0,"La Nina"
"5333",1964-08-07,1,0,"La Nina"
"5334",1964-08-08,1,0,"La Nina"
"5335",1964-08-09,1,0,"La Nina"
"5336",1964-08-10,1,0,"La Nina"
"5337",1964-08-11,1,0,"La Nina"
"5338",1964-08-12,1,0,"La Nina"
"5339",1964-08-13,1,0,"La Nina"
"5340",1964-08-14,1,0,"La Nina"
"5341",1964-08-15,1,0,"La Nina"
"5342",1964-08-16,1,0,"La Nina"
"5343",1964-08-17,1,0,"La Nina"
"5344",1964-08-18,1,0,"La Nina"
"5345",1964-08-19,1,0,"La Nina"
"5346",1964-08-20,1,0,"La Nina"
"5347",1964-08-21,1,0,"La Nina"
"5348",1964-08-22,1,0,"La Nina"
"5349",1964-08-23,1,0,"La Nina"
"5350",1964-08-24,1,0,"La Nina"
"5351",1964-08-25,1,0,"La Nina"
"5352",1964-08-26,1,0,"La Nina"
"5353",1964-08-27,1,0,"La Nina"
"5354",1964-08-28,1,0,"La Nina"
"5355",1964-08-29,1,0,"La Nina"
"5356",1964-08-30,1,0,"La Nina"
"5357",1964-08-31,1,0,"La Nina"
"5358",1964-09-01,1,0,"La Nina"
"5359",1964-09-02,1,0,"La Nina"
"5360",1964-09-03,1,0,"La Nina"
"5361",1964-09-04,1,0,"La Nina"
"5362",1964-09-05,1,0,"La Nina"
"5363",1964-09-06,1,0,"La Nina"
"5364",1964-09-07,1,0,"La Nina"
"5365",1964-09-08,1,0,"La Nina"
"5366",1964-09-09,1,0,"La Nina"
"5367",1964-09-10,1,0,"La Nina"
"5368",1964-09-11,1,0,"La Nina"
"5369",1964-09-12,1,0,"La Nina"
"5370",1964-09-13,1,0,"La Nina"
"5371",1964-09-14,1,0,"La Nina"
"5372",1964-09-15,1,0,"La Nina"
"5373",1964-09-16,1,0,"La Nina"
"5374",1964-09-17,1,0,"La Nina"
"5375",1964-09-18,1,0,"La Nina"
"5376",1964-09-19,1,0,"La Nina"
"5377",1964-09-20,1,0,"La Nina"
"5378",1964-09-21,1,0,"La Nina"
"5379",1964-09-22,1,0,"La Nina"
"5380",1964-09-23,1,0,"La Nina"
"5381",1964-09-24,1,0,"La Nina"
"5382",1964-09-25,1,0,"La Nina"
"5383",1964-09-26,1,0,"La Nina"
"5384",1964-09-27,1,0,"La Nina"
"5385",1964-09-28,1,0,"La Nina"
"5386",1964-09-29,1,0,"La Nina"
"5387",1964-09-30,1,0,"La Nina"
"5388",1964-10-01,1,0,"La Nina"
"5389",1964-10-02,1,0,"La Nina"
"5390",1964-10-03,1,0,"La Nina"
"5391",1964-10-04,1,0,"La Nina"
"5392",1964-10-05,1,0,"La Nina"
"5393",1964-10-06,1,0,"La Nina"
"5394",1964-10-07,1,0,"La Nina"
"5395",1964-10-08,1,0,"La Nina"
"5396",1964-10-09,1,0,"La Nina"
"5397",1964-10-10,1,0,"La Nina"
"5398",1964-10-11,1,0,"La Nina"
"5399",1964-10-12,1,0,"La Nina"
"5400",1964-10-13,1,0,"La Nina"
"5401",1964-10-14,1,0,"La Nina"
"5402",1964-10-15,1,0,"La Nina"
"5403",1964-10-16,1,0,"La Nina"
"5404",1964-10-17,1,0,"La Nina"
"5405",1964-10-18,1,0,"La Nina"
"5406",1964-10-19,1,0,"La Nina"
"5407",1964-10-20,1,0,"La Nina"
"5408",1964-10-21,1,0,"La Nina"
"5409",1964-10-22,1,0,"La Nina"
"5410",1964-10-23,1,0,"La Nina"
"5411",1964-10-24,1,0,"La Nina"
"5412",1964-10-25,1,0,"La Nina"
"5413",1964-10-26,1,0,"La Nina"
"5414",1964-10-27,1,0,"La Nina"
"5415",1964-10-28,1,0,"La Nina"
"5416",1964-10-29,1,0,"La Nina"
"5417",1964-10-30,1,0,"La Nina"
"5418",1964-10-31,1,0,"La Nina"
"5419",1964-11-01,0,0,"Neutral"
"5420",1964-11-02,0,0,"Neutral"
"5421",1964-11-03,0,0,"Neutral"
"5422",1964-11-04,0,0,"Neutral"
"5423",1964-11-05,0,0,"Neutral"
"5424",1964-11-06,0,0,"Neutral"
"5425",1964-11-07,0,0,"Neutral"
"5426",1964-11-08,0,0,"Neutral"
"5427",1964-11-09,0,0,"Neutral"
"5428",1964-11-10,0,0,"Neutral"
"5429",1964-11-11,0,0,"Neutral"
"5430",1964-11-12,0,0,"Neutral"
"5431",1964-11-13,0,0,"Neutral"
"5432",1964-11-14,0,0,"Neutral"
"5433",1964-11-15,0,0,"Neutral"
"5434",1964-11-16,0,0,"Neutral"
"5435",1964-11-17,0,0,"Neutral"
"5436",1964-11-18,0,0,"Neutral"
"5437",1964-11-19,0,0,"Neutral"
"5438",1964-11-20,0,0,"Neutral"
"5439",1964-11-21,0,0,"Neutral"
"5440",1964-11-22,0,0,"Neutral"
"5441",1964-11-23,0,0,"Neutral"
"5442",1964-11-24,0,0,"Neutral"
"5443",1964-11-25,0,0,"Neutral"
"5444",1964-11-26,0,0,"Neutral"
"5445",1964-11-27,0,0,"Neutral"
"5446",1964-11-28,0,0,"Neutral"
"5447",1964-11-29,0,0,"Neutral"
"5448",1964-11-30,0,0,"Neutral"
"5449",1964-12-01,0,0,"Neutral"
"5450",1964-12-02,0,0,"Neutral"
"5451",1964-12-03,0,0,"Neutral"
"5452",1964-12-04,0,0,"Neutral"
"5453",1964-12-05,0,0,"Neutral"
"5454",1964-12-06,0,0,"Neutral"
"5455",1964-12-07,0,0,"Neutral"
"5456",1964-12-08,0,0,"Neutral"
"5457",1964-12-09,0,0,"Neutral"
"5458",1964-12-10,0,0,"Neutral"
"5459",1964-12-11,0,0,"Neutral"
"5460",1964-12-12,0,0,"Neutral"
"5461",1964-12-13,0,0,"Neutral"
"5462",1964-12-14,0,0,"Neutral"
"5463",1964-12-15,0,0,"Neutral"
"5464",1964-12-16,0,0,"Neutral"
"5465",1964-12-17,0,0,"Neutral"
"5466",1964-12-18,0,0,"Neutral"
"5467",1964-12-19,0,0,"Neutral"
"5468",1964-12-20,0,0,"Neutral"
"5469",1964-12-21,0,0,"Neutral"
"5470",1964-12-22,0,0,"Neutral"
"5471",1964-12-23,0,0,"Neutral"
"5472",1964-12-24,0,0,"Neutral"
"5473",1964-12-25,0,0,"Neutral"
"5474",1964-12-26,0,0,"Neutral"
"5475",1964-12-27,0,0,"Neutral"
"5476",1964-12-28,0,0,"Neutral"
"5477",1964-12-29,0,0,"Neutral"
"5478",1964-12-30,0,0,"Neutral"
"5479",1964-12-31,0,0,"Neutral"
"5480",1965-01-01,0,0,"Neutral"
"5481",1965-01-02,0,0,"Neutral"
"5482",1965-01-03,0,0,"Neutral"
"5483",1965-01-04,0,0,"Neutral"
"5484",1965-01-05,0,0,"Neutral"
"5485",1965-01-06,0,0,"Neutral"
"5486",1965-01-07,0,0,"Neutral"
